Price,Close,High,Low,Open,Volume
Ticker,AON,AON,AON,AON,AON
Date,,,,,
2022-12-27,296.2234802246094,297.6702984316233,294.8357133700211,296.0659999393767,338900
2022-12-28,294.7865905761719,297.8672337527158,294.59958456609854,296.96172938623954,384700
2022-12-29,298.5954895019531,299.7371990930166,293.86134897721325,297.207722586168,404600
2022-12-30,295.4066467285156,297.2864985790874,292.2374266424041,296.56803029120067,433000
2023-01-03,294.6979675292969,297.2372660564578,291.8240045885422,296.3022361520266,531400
2023-01-04,297.9459228515625,299.2057352723098,295.4459717848477,296.96169345921936,587000
2023-01-05,295.61328125,298.13290589760885,293.82197668506547,297.34550442254664,578600
2023-01-06,302.4831237792969,304.40238258761974,295.14078291673906,298.6052886600674,688200
2023-01-09,301.4989929199219,307.42407340694746,300.9675306453181,303.36905289600577,709100
2023-01-10,302.4831237792969,302.78826244144204,299.12692889488136,301.62684924632765,558200
2023-01-11,307.26654052734375,307.3944951392181,302.6013033638854,302.79813119759734,520900
2023-01-12,310.8885192871094,312.0302289349251,303.98906194734275,308.260643748781,731200
2023-01-13,312.1679992675781,312.6896395599857,309.254659109705,310.120785641165,677500
2023-01-17,311.941650390625,314.46127510594107,310.2783003979591,312.36486179942744,757700
2023-01-18,309.1366271972656,313.55580785690734,308.4378326914845,311.675956022013,905200
2023-01-19,313.9297790527344,316.2525758931168,306.17404711748253,306.17404711748253,1154500
2023-01-20,320.2682189941406,320.2682189941406,311.9613210195965,313.9691572693501,985800
2023-01-23,320.84893798828125,323.15203121936145,316.8923465455997,319.7367539414297,627900
2023-01-24,319.2248840332031,322.82716638440843,318.02412324946806,321.22286803833794,490400
2023-01-25,317.82733154296875,318.0438631854955,311.7250980072466,315.30767695888744,741200
2023-01-26,319.7170715332031,320.85878123028004,317.2466461519929,318.0734252717672,663000
2023-01-27,314.2644348144531,319.1954337107948,312.7487431674379,319.0084277222427,909300
2023-01-30,312.53216552734375,316.5970371495957,311.8038154551658,313.9691318271114,928300
2023-01-31,314.2083435058594,314.93798044565847,310.58985700718483,312.7688383371131,791800
2023-02-01,314.89849853515625,317.412705169925,311.0926459992085,311.91101637729844,1181500
2023-02-02,318.4676818847656,318.605731855409,313.66602226940705,316.1703895550688,1531900
2023-02-03,309.23907470703125,313.85339857229604,305.2360162102789,310.57997699019086,1586700
2023-02-06,313.27166748046875,313.45900383393416,305.97547918401824,307.0008944730878,796900
2023-02-07,315.31256103515625,316.4562875500761,310.06723403209384,311.09261910945145,635200
2023-02-08,315.12530517578125,317.3437337892227,312.86745949577613,313.5477800110473,661000
2023-02-09,312.9266052246094,319.0198817341338,312.2659932636472,317.1859952482889,884200
2023-02-10,313.3603820800781,314.7012842245872,310.87572326388164,311.69409361946816,673300
2023-02-13,316.9197692871094,316.9197692871094,312.6899871334448,313.89283951990956,515700
2023-02-14,308.0558776855469,317.1662133634826,307.9769833869646,317.1267963035502,763100
2023-02-15,310.6490173339844,311.4772270361581,305.86706540236,306.5473858879603,467800
2023-02-16,305.8966369628906,307.62208132932113,305.3444971727818,306.0741040191338,758700
2023-02-17,305.9162902832031,306.52761573775626,303.3527974729402,304.8415887396546,592200
2023-02-21,300.40478515625,305.59098753759184,299.1920635225902,303.5007397595282,846900
2023-02-22,300.59210205078125,303.4908507897545,299.68502821195244,300.3653486357539,622300
2023-02-23,300.20758056640625,302.66263152845204,297.4665904278196,301.25270435447,590100
2023-02-24,298.71881103515625,300.33578336810336,297.0525222345841,298.16667120543144,675700
2023-02-27,298.3441162109375,301.7555577828855,297.57506221288304,301.10484524476095,559500
2023-02-28,299.78363037109375,301.79501399923964,297.9793217370224,298.6596422275811,900800
2023-03-01,297.4764404296875,301.7654078758117,296.3327137714304,298.06802733421495,944700
2023-03-02,297.5553283691406,298.08772949140797,293.3353860048008,296.1946875446278,797000
2023-03-03,299.8033447265625,299.8230532575332,295.6622664313338,298.9948436163595,755900
2023-03-06,301.0456848144531,301.95278888077854,300.05971652423017,300.6513035162368,575100
2023-03-07,297.3384094238281,302.99785673273266,296.70737539208585,301.95273294584837,546900
2023-03-08,296.5594787597656,299.7047193512452,294.5579647551294,297.43700479640495,627500
2023-03-09,292.60577392578125,298.561030320402,291.03808808755383,298.0384683743262,948400
2023-03-10,290.1112976074219,294.2720849601808,288.5633502729169,292.0733949489659,694500
2023-03-13,289.3225402832031,293.463619177862,285.2406170793796,286.4139217632208,1135800
2023-03-14,288.4646911621094,293.7987821369469,284.40250744772794,293.44381797826594,1261800
2023-03-15,281.83905029296875,283.8405647790161,276.9486558507373,282.22356229130304,1514600
2023-03-16,294.8241882324219,295.8988899155934,280.13326867320075,281.5333566990611,1620500
2023-03-17,292.4283447265625,293.8185636889691,290.55501090883484,293.3452880562246,2935300
2023-03-20,296.25384521484375,297.40744116622363,291.87614431064026,293.0888959426694,1305100
2023-03-21,300.55267333984375,301.1146824356143,297.7131101972715,299.29063524669107,1001700
2023-03-22,297.2792663574219,303.12605026198105,297.2299498963353,301.0259332894386,1034600
2023-03-23,298.738525390625,300.5329949168845,295.0214357342571,295.7412034249519,957000
2023-03-24,304.8218994140625,304.97965791975423,296.70737117193914,296.8158433086965,895900
2023-03-27,304.8218994140625,308.0262957181149,304.21060401035595,306.3994543816215,726300
2023-03-28,304.6641540527344,305.07827390921165,302.08092235046826,303.7570501282106,573500
